FileName,PassName,Time,SizeBefore,SizeAfter
access-nbody,pass: checkConstParams,0,3138,3138
access-nbody,com.google.javascript.jscomp.PhaseOptimizer$Loop@1d4e8e69,25,3138,2923
access-nbody,pass: smartNamePass,1,2923,2923
access-nbody,pass: closureOptimizePrimitives,0,2923,2923
access-nbody,com.google.javascript.jscomp.PhaseOptimizer$Loop@394abde8,1,2923,2923
access-nbody,pass: devirtualizePrototypeMethods,2,2923,3557
access-nbody,pass: beforeMainOptimizations,0,3557,3557
access-nbody,com.google.javascript.jscomp.PhaseOptimizer$Loop@44bd0d5a,22,3557,4249
access-nbody,pass: beforeModuleMotion,0,4249,4249
access-nbody,com.google.javascript.jscomp.PhaseOptimizer$Loop@6116942b,7,4249,4249
access-nbody,pass: afterModuleMotion,0,4249,4249
access-nbody,pass: flowSensitiveInlineVariables,18,4249,4223
access-nbody,com.google.javascript.jscomp.PhaseOptimizer$Loop@3830aeb7,1,4223,4189
access-nbody,pass: smartNamePass,3,4189,4189
access-nbody,pass: collapseAnonymousFunctions,0,4189,4184
access-nbody,pass: extractPrototypeMemberDeclarations,1,4184,4184
access-nbody,pass: renameProperties,0,4184,4045
access-nbody,pass: gatherRawExports,0,4045,4045
access-nbody,pass: convertToDottedProperties,1,4045,4045
access-nbody,pass: markUnnormalized,0,4045,4045
access-nbody,pass: coalesceVariableNames,2,4045,3812
access-nbody,com.google.javascript.jscomp.PhaseOptimizer$Loop@74985209,4,3812,3812
access-nbody,pass: exploitAssign,1,3812,3812
access-nbody,pass: collapseVariableDeclarations,1,3812,3719
access-nbody,pass: denormalize,0,3719,3707
access-nbody,pass: renameVars,1,3707,1649
access-nbody,pass: renameLabels,0,1649,1649
access-nbody,pass: latePeepholeOptimizations,1,1649,1619
access-nbody,pass: stripSideEffectProtection,0,1619,1619
access-nbody,pass: sanityCheckAst,0,1619,1619
access-nbody,pass: sanityCheckVars,0,1619,1619
access-nsieve,pass: beforeStandardChecks,0,561,561
access-nsieve,pass: checkJsDoc,0,561,561
access-nsieve,pass: closureRewriteModule,0,561,561
access-nsieve,pass: declaredGlobalExternsOnWindow,0,561,561
access-nsieve,pass: checkVariableReferences,0,561,561
access-nsieve,pass: closureGoogScopeAliases,0,561,561
access-nsieve,pass: closureRewriteClass,0,561,561
access-nsieve,pass: checkSideEffects,0,561,561
access-nsieve,pass: closurePrimitives,0,561,561
access-nsieve,pass: suspiciousCode,0,561,561
access-nsieve,pass: checkVars,0,561,561
access-nsieve,pass: inferConsts,1,561,561
access-nsieve,pass: checkRegExp,0,561,561
access-nsieve,pass: Es6StaticInheritance,0,561,561
access-nsieve,pass: beforeTypeChecking,0,561,561
access-nsieve,pass: checkControlFlow,0,561,561
access-nsieve,pass: closureReplaceGetCssName,2,561,561
access-nsieve,pass: processDefines,0,561,561
access-nsieve,pass: afterStandardChecks,0,561,561
access-nsieve,pass: gatherExternProperties,0,632,632
access-nsieve,pass: garbageCollectChecks,0,632,632
access-nsieve,pass: beforeStandardOptimizations,1,632,632
access-nsieve,pass: replaceIdGenerators,0,632,632
access-nsieve,pass: optimizeArgumentsArray,0,632,632
access-nsieve,pass: closureCodeRemoval,0,632,632
access-nsieve,pass: collapseProperties,0,632,632
access-nsieve,pass: inferConsts,0,632,632
access-nsieve,pass: markPureFunctions,0,632,632
access-nsieve,pass: checkConsts,0,632,632
access-nsieve,pass: checkConstParams,0,632,632
access-nsieve,com.google.javascript.jscomp.PhaseOptimizer$Loop@4e145627,2,632,436
access-nsieve,pass: smartNamePass,0,436,436
access-nsieve,pass: closureOptimizePrimitives,0,436,436
access-nsieve,com.google.javascript.jscomp.PhaseOptimizer$Loop@1cd9e5c7,0,436,436
access-nsieve,pass: devirtualizePrototypeMethods,0,436,436
access-nsieve,pass: beforeMainOptimizations,0,436,436
access-nsieve,com.google.javascript.jscomp.PhaseOptimizer$Loop@4c2b0ce7,8,436,826
access-nsieve,pass: beforeModuleMotion,0,826,826
access-nsieve,com.google.javascript.jscomp.PhaseOptimizer$Loop@257b5599,0,826,826
access-nsieve,pass: afterModuleMotion,0,826,826
access-nsieve,pass: flowSensitiveInlineVariables,0,826,826
access-nsieve,com.google.javascript.jscomp.PhaseOptimizer$Loop@474fa436,0,826,826
access-nsieve,pass: smartNamePass,1,826,826
access-nsieve,pass: collapseAnonymousFunctions,0,826,826
access-nsieve,pass: extractPrototypeMemberDeclarations,0,826,826
access-nsieve,pass: renameProperties,0,826,826
access-nsieve,pass: gatherRawExports,0,826,826
access-nsieve,pass: convertToDottedProperties,0,826,826
access-nsieve,pass: markUnnormalized,0,826,826
access-nsieve,pass: coalesceVariableNames,0,826,826
access-nsieve,com.google.javascript.jscomp.PhaseOptimizer$Loop@42742c14,1,826,826
access-nsieve,pass: exploitAssign,0,826,826
access-nsieve,pass: collapseVariableDeclarations,1,826,794
access-nsieve,pass: denormalize,0,794,789
access-nsieve,pass: renameVars,1,789,260
access-nsieve,pass: renameLabels,0,260,260
access-nsieve,pass: latePeepholeOptimizations,1,260,254
access-nsieve,pass: stripSideEffectProtection,0,254,254
access-nsieve,pass: sanityCheckAst,0,254,254
access-nsieve,pass: sanityCheckVars,0,254,254
bitops-3bit-bits-in-byte,pass: beforeStandardChecks,0,365,365
bitops-3bit-bits-in-byte,pass: checkJsDoc,0,365,365
bitops-3bit-bits-in-byte,pass: closureRewriteModule,0,365,365
bitops-3bit-bits-in-byte,pass: declaredGlobalExternsOnWindow,0,365,365
bitops-3bit-bits-in-byte,pass: checkVariableReferences,0,365,365
bitops-3bit-bits-in-byte,pass: closureGoogScopeAliases,0,365,365
bitops-3bit-bits-in-byte,pass: closureRewriteClass,0,365,365
bitops-3bit-bits-in-byte,pass: checkSideEffects,0,365,365
bitops-3bit-bits-in-byte,pass: closurePrimitives,0,365,365
bitops-3bit-bits-in-byte,pass: suspiciousCode,0,365,365
bitops-3bit-bits-in-byte,pass: checkVars,1,365,365
bitops-3bit-bits-in-byte,pass: inferConsts,0,365,365
bitops-3bit-bits-in-byte,pass: checkRegExp,0,365,365
bitops-3bit-bits-in-byte,pass: Es6StaticInheritance,0,365,365
bitops-3bit-bits-in-byte,pass: beforeTypeChecking,0,365,365
bitops-3bit-bits-in-byte,pass: checkControlFlow,0,365,365
bitops-3bit-bits-in-byte,pass: closureReplaceGetCssName,1,365,365
bitops-3bit-bits-in-byte,pass: processDefines,1,365,365
bitops-3bit-bits-in-byte,pass: afterStandardChecks,0,365,365
bitops-3bit-bits-in-byte,pass: gatherExternProperties,0,393,393
bitops-3bit-bits-in-byte,pass: garbageCollectChecks,0,393,393
bitops-3bit-bits-in-byte,pass: beforeStandardOptimizations,0,393,393
bitops-3bit-bits-in-byte,pass: replaceIdGenerators,0,393,393
bitops-3bit-bits-in-byte,pass: optimizeArgumentsArray,0,393,393
bitops-3bit-bits-in-byte,pass: closureCodeRemoval,1,393,393
bitops-3bit-bits-in-byte,pass: collapseProperties,0,393,393
bitops-3bit-bits-in-byte,pass: inferConsts,0,393,393
bitops-3bit-bits-in-byte,pass: markPureFunctions,0,393,393
bitops-3bit-bits-in-byte,pass: checkConsts,0,393,393
bitops-3bit-bits-in-byte,pass: checkConstParams,0,393,393
bitops-3bit-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@5680defc,2,393,330
bitops-3bit-bits-in-byte,pass: smartNamePass,0,330,330
bitops-3bit-bits-in-byte,pass: closureOptimizePrimitives,0,330,330
bitops-3bit-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@1c0f2f14,0,330,330
bitops-3bit-bits-in-byte,pass: devirtualizePrototypeMethods,1,330,330
bitops-3bit-bits-in-byte,pass: beforeMainOptimizations,0,330,330
bitops-3bit-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@376b733e,6,330,536
bitops-3bit-bits-in-byte,pass: beforeModuleMotion,0,536,536
bitops-3bit-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@5bd81979,0,536,536
bitops-3bit-bits-in-byte,pass: afterModuleMotion,0,536,536
bitops-3bit-bits-in-byte,pass: flowSensitiveInlineVariables,0,536,536
bitops-3bit-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@6e5c10d6,0,536,536
bitops-3bit-bits-in-byte,pass: smartNamePass,0,536,536
bitops-3bit-bits-in-byte,pass: collapseAnonymousFunctions,0,536,536
bitops-3bit-bits-in-byte,pass: extractPrototypeMemberDeclarations,0,536,536
bitops-3bit-bits-in-byte,pass: renameProperties,0,536,536
bitops-3bit-bits-in-byte,pass: gatherRawExports,0,536,536
bitops-3bit-bits-in-byte,pass: convertToDottedProperties,0,536,536
bitops-3bit-bits-in-byte,pass: markUnnormalized,0,536,536
bitops-3bit-bits-in-byte,pass: coalesceVariableNames,0,536,536
bitops-3bit-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@490a3116,0,536,536
bitops-3bit-bits-in-byte,pass: exploitAssign,0,536,536
bitops-3bit-bits-in-byte,pass: collapseVariableDeclarations,0,536,518
bitops-3bit-bits-in-byte,pass: denormalize,0,518,515
bitops-3bit-bits-in-byte,pass: renameVars,0,515,220
bitops-3bit-bits-in-byte,pass: renameLabels,0,220,220
bitops-3bit-bits-in-byte,pass: latePeepholeOptimizations,0,220,220
bitops-3bit-bits-in-byte,pass: stripSideEffectProtection,0,220,220
bitops-3bit-bits-in-byte,pass: sanityCheckAst,0,220,220
bitops-3bit-bits-in-byte,pass: sanityCheckVars,0,220,220
bitops-bits-in-byte,pass: beforeStandardChecks,0,331,331
bitops-bits-in-byte,pass: checkJsDoc,0,331,331
bitops-bits-in-byte,pass: closureRewriteModule,1,331,331
bitops-bits-in-byte,pass: declaredGlobalExternsOnWindow,0,331,331
bitops-bits-in-byte,pass: checkVariableReferences,1,331,331
bitops-bits-in-byte,pass: closureGoogScopeAliases,0,331,331
bitops-bits-in-byte,pass: closureRewriteClass,0,331,331
bitops-bits-in-byte,pass: checkSideEffects,0,331,331
bitops-bits-in-byte,pass: closurePrimitives,0,331,331
bitops-bits-in-byte,pass: suspiciousCode,1,331,331
bitops-bits-in-byte,pass: checkVars,0,331,331
bitops-bits-in-byte,pass: inferConsts,0,331,331
bitops-bits-in-byte,pass: checkRegExp,0,331,331
bitops-bits-in-byte,pass: Es6StaticInheritance,0,331,331
bitops-bits-in-byte,pass: beforeTypeChecking,0,331,331
bitops-bits-in-byte,pass: checkControlFlow,0,331,331
bitops-bits-in-byte,pass: closureReplaceGetCssName,0,331,331
bitops-bits-in-byte,pass: processDefines,0,331,331
bitops-bits-in-byte,pass: afterStandardChecks,0,331,331
bitops-bits-in-byte,pass: gatherExternProperties,0,350,350
bitops-bits-in-byte,pass: garbageCollectChecks,0,350,350
bitops-bits-in-byte,pass: beforeStandardOptimizations,0,350,350
bitops-bits-in-byte,pass: replaceIdGenerators,0,350,350
bitops-bits-in-byte,pass: optimizeArgumentsArray,0,350,350
bitops-bits-in-byte,pass: closureCodeRemoval,0,350,350
bitops-bits-in-byte,pass: collapseProperties,0,350,350
bitops-bits-in-byte,pass: inferConsts,0,350,350
bitops-bits-in-byte,pass: markPureFunctions,1,350,350
bitops-bits-in-byte,pass: checkConsts,0,350,350
bitops-bits-in-byte,pass: checkConstParams,0,350,350
bitops-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@66c07ca9,2,350,306
bitops-bits-in-byte,pass: smartNamePass,0,306,306
bitops-bits-in-byte,pass: closureOptimizePrimitives,0,306,306
bitops-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@32090b91,0,306,306
bitops-bits-in-byte,pass: devirtualizePrototypeMethods,0,306,306
bitops-bits-in-byte,pass: beforeMainOptimizations,0,306,306
bitops-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@4b024465,4,306,511
bitops-bits-in-byte,pass: beforeModuleMotion,0,511,511
bitops-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@a373127,0,511,511
bitops-bits-in-byte,pass: afterModuleMotion,0,511,511
bitops-bits-in-byte,pass: flowSensitiveInlineVariables,0,511,511
bitops-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@713ecfe,0,511,511
bitops-bits-in-byte,pass: smartNamePass,0,511,511
bitops-bits-in-byte,pass: collapseAnonymousFunctions,0,511,511
bitops-bits-in-byte,pass: extractPrototypeMemberDeclarations,0,511,511
bitops-bits-in-byte,pass: renameProperties,0,511,511
bitops-bits-in-byte,pass: gatherRawExports,0,511,511
bitops-bits-in-byte,pass: convertToDottedProperties,0,511,511
bitops-bits-in-byte,pass: markUnnormalized,0,511,511
bitops-bits-in-byte,pass: coalesceVariableNames,0,511,511
bitops-bits-in-byte,com.google.javascript.jscomp.PhaseOptimizer$Loop@5f826d63,0,511,511
